Probe.ElapsedSecs         Probe.Earth.RMAG          Probe.X                   Probe.Y                   Probe.Z                   Probe.VX                  Probe.VY                  Probe.VZ                  Probe.TotalMass           
0                         6771                      6771                      0                         0                         0                         7.672599                  0                         1000                      
Probe.ElapsedSecs         Probe.Earth.RMAG          Probe.X                   Probe.Y                   Probe.Z                   Probe.VX                  Probe.VY                  Probe.VZ                  Probe.TotalMass           
7780000                   27859.563121              27806.6678234             -1715.94925719            0                         0.240114205285            3.77490303118             0                         999.960346585             
7800000                   28006.6094776             -24600.6348099            13385.7738433             0                         -1.80982086614            -3.31019825393            0                         999.960244648             
7820000                   28157.7364127             16222.5553895             -23014.9259509            0                         3.07943634838             2.16159958232             0                         999.960142712             
7840000                   28305.1318485             -3793.72061733            28049.7446127             0                         -3.71990183999            -0.495474827019           0                         999.960040775             
7860000                   28459.6766519             -10195.1252288            -26570.897928             0                         3.49122299585             -1.34779047843            0                         999.959938838             
7880000                   28609.8676393             22203.3226417             18042.6436535             0                         -2.34816279839            2.90155311688             0                         999.959836901             
7900000                   28765.0327183             -28484.8224365            -4005.24631547            0                         0.510466639338            -3.6873502608             0                         999.959734964             
7920000                   28920.6384104             26356.5999718             -11905.1654334            0                         1.53515692762             3.38018601474             0                         999.959633028             
7940000                   29075.0459957             -15498.4541962            24599.9231133             0                         -3.13704809259            -1.96699286167            0                         999.959531091             
7960000                   29235.7305904             -1256.20614233            -29208.729676             0                         3.68858247911             -0.166571374731           0                         999.959429154             
7980000                   29391.8289702             18222.1044098             23061.5377                0                         -2.88466254209            2.289332345               0                         999.959327217             
8000000                   29553.809957              -28589.1798736            -7489.09054078            0                         0.922653313155            -3.55470515847            0                         999.95922528              
8020000                   29715.6482833             27248.3772347             -11855.1967916            0                         1.46842520082             3.35520289945             0                         999.959123344             
8040000                   29876.4806628             -13637.3630947            26582.4457982             0                         -3.25376015551            -1.65995191016            0                         999.959021407             
8060000                   30043.8101136             -6927.01085747            -29234.3470377            0                         3.54229674931             -0.847862119397           0                         999.95891947              
8080000                   30206.9031685             24734.5882091             17339.4678454             0                         -2.07854981594            2.97923709786             0                         999.958817533             
8100000                   30374.6416263             -30098.8068362            4084.19893806             0                         -0.495594948879           -3.58851280598            0                         999.958715596             
8120000                   30544.5546041             18956.2861972             -23950.5538469            0                         2.83770970905             2.23535110903             0                         999.95861366              
8140000                   30711.4151956             3563.63793344             30503.9588906             0                         -3.57740766328            0.426493095771            0                         999.958511723             
8160000                   30885.2942744             -24602.498876             -18671.3269874            0                         2.16478287954             -2.86692769041            0                         999.958409786             
8180000                   31057.2338851             30578.3062577             -5433.13565114            0                         0.635070307613            3.52577608451             0                         999.958307849             
8200000                   31229.6327675             -16348.7817984            26608.4065006             0                         -3.04865668949            -1.86278267278            0                         999.958205912             
8220000                   31408.2322842             -9654.21210533            -29887.6771235            0                         3.38716582095             -1.10343613647            0                         999.958103976             
8240000                   31583.0786252             29379.5669311             11590.1640362             0                         -1.29560760393            3.30794501997             0                         999.958002039             
8260000                   31761.4207636             -27475.5333157            15933.7038362             0                         -1.78512384083            -3.060009376              0                         999.957900102             
8280000                   31944.0259058             3976.36641923             -31695.5722644            0                         3.50600150651             0.430755515211            0                         999.957798165             
8300000                   32122.8008446             23363.495729              22045.8930739             0                         -2.41107306553            2.5682652525              0                         999.957696228             
8320000                   32306.8033955             -31654.7497963            6458.0462194              0                         -0.711344330121           -3.43980517646            0                         999.957594292             
8340000                   32493.4588107             12443.8729201             -30016.2438062            0                         3.23888338951             1.33278205049             0                         999.957492355             
8360000                   32676.8048972             18501.269296              26934.6730577             0                         -2.87369786862            1.98515216028             0                         999.957390418             
8380000                   32866.0848954             -32834.07543              1450.1817159              0                         -0.163273503969           -3.4787302596             0                         999.957288481             
8400000                   33057.2359977             15703.9893385             -29088.9252236            0                         3.06002463221             1.64126914874             0                         999.957186544             
8420000                   33245.4653697             17507.4068971             28262.1950915             0                         -2.93865168922            1.8315721471              0                         999.957084608             
8440000                   33439.7233138             -33395.67974              1715.71268231             0                         -0.186993152604           -3.447494802              0                         999.956982671             
8460000                   33635.9399903             14134.8847124             -30521.8199522            0                         3.12774720391             1.43779852356             0                         999.956880734             
8480000                   33829.2598768             21001.592647              26520.7829843             0                         -2.68503206562            2.13868728148             0                         999.956778797             
8500000                   34028.2321203             -33207.9902407            7426.30227008             0                         -0.75681169576            -3.33787057937            0                         999.95667686              
8520000                   34230.046837              7197.15808247             -33464.8624979            0                         3.3381907261              0.70770981007             0                         999.956574924             
8540000                   34428.7928217             27895.8764523             20178.2519589             0                         -1.98615850168            2.76283466157             0                         999.956472987             
8560000                   34632.1847559             -29571.9122891            18024.7114965             0                         -1.77457577557            -2.89152745986            0                         999.95637105              
8580000                   34839.9196094             -5817.71801761            -34350.7518907            0                         3.3331579413              -0.574985933865           0                         999.956269113             
8600000                   35044.7366267             34383.3891694             6776.14303733             0                         -0.642079821125           3.31090693638             0                         999.956167176             
8620000                   35252.3146252             -18126.9534804            30234.7357183             0                         -2.88950100354            -1.72004745163            0                         999.95606524              
8640000                   35465.8243382             -22912.0145845            -27071.4662267            0                         2.5520313303              -2.17392022444            0                         999.955963303             
8660000                   35677.6572009             32983.3786255             -13601.174868             0                         1.28395756915             3.08605513068             0                         999.955861366             
8680000                   35889.6274824             3455.9487152              35722.8467413             0                         -3.3161867083             0.3316232859              0                         999.955759429             
8700000                   36108.113019              -35514.7372284            -6519.14606307            0                         0.589014900652            -3.26990526835            0                         999.955657492             
8720000                   36327.7475833             15560.7936264             -32826.3148433            0                         2.99779963867             1.40900150519             0                         999.955555556             
8740000                   36545.2887212             28246.5070067             23188.2075556             0                         -2.08709555617            2.55961808641             0                         999.955453619             
8760000                   36767.6679546             -29159.7271102            22395.7969646             0                         -2.01456297368            -2.60445183175            0                         999.955351682             
8780000                   36994.7821516             -15857.0242907            -33424.0734665            0                         2.96072512629             -1.41717508645            0                         999.955249745             
8800000                   37220.0041206             36087.4515744             -9111.78059457            0                         0.812014586404            3.17018411549             0                         999.955147808             
8820000                   37446.2433027             2528.11635096             37360.8052002             0                         -3.25448816773            0.23171698655             0                         999.955045872             
8840000                   37678.871643              -37504.7074286            -3618.60318131            0                         0.300678859401            -3.23862555323            0                         999.954943935             
8860000                   37913.2359083             9151.5550619              -36792.152655             0                         3.14933210727             0.771345459746            0                         999.954841998             
8880000                   38145.6868865             35486.1770427             13993.7367037             0                         -1.17503902441            3.01150616115             0                         999.954740061             
8900000                   38381.8464392             -18128.6690751            33830.7181958             0                         -2.8462172116             -1.51158928247            0                         999.954638124             
8920000                   38623.8483503             -32040.3513746            -21568.902271             0                         1.78387218985             -2.67167949522            0                         999.954536188             
8940000                   38865.8301206             24358.740103              -30285.3847847            0                         2.50297335734             1.99770877281             0                         999.954434251             
8960000                   39106.9497047             28696.1485988             26568.4883049             0                         -2.16012137057            2.35097395403             0                         999.954332314             
8980000                   39353.0680875             -28265.2630729            27381.3599246             0                         -2.22341254053            -2.27725839383            0                         999.954230377             
9000000                   39604.2551163             -26426.8482392            -29497.7747543            0                         2.35447971925             -2.1262563552             0                         999.95412844              
9020000                   39854.9116915             30306.1914824             -25883.3680918            0                         2.06332175228             2.39666415374             0                         999.954026504             
9040000                   40105.461573              25777.1243904             30724.3861802             0                         -2.40711345941            2.03599942572             0                         999.953924567             
9060000                   40361.3378262             -30762.8519149            26128.2324925             0                         -2.04429584651            -2.38689834673            0                         999.95382263              
9080000                   40622.0967471             -26943.1640124            -30400.9976338            0                         2.3356135532              -2.08741579189            0                         999.953720693             
9100000                   40882.567027              29601.58214               -28198.0605986            0                         2.16306552686             2.25190177815             0                         999.953618756             
9120000                   41143.0245547             29845.1381684             28319.8904874             0                         -2.13301849588            2.26694877307             0                         999.95351682              
9140000                   41408.5180548             -26492.9751123            31824.324615              0                         -2.39314171826            -1.97474606165            0                         999.953414883             
9160000                   41679.3400393             -34050.2032167            -24036.452463             0                         1.77232542023             -2.5342595755             0                         999.953312946             
9180000                   41950.7422928             20866.3613206             -36393.127705             0                         2.68081296204             1.52146640576             0                         999.953211009             
9200000                   42221.7680279             38683.6480132             16919.0150951             0                         -1.21878329965            2.82059489675             0                         999.953109072             
9220000                   42496.8543042             -12149.5891726            40723.0906083             0                         -2.9388455072             -0.862271534271           0                         999.953007136             
9240000                   42777.9151918             -42275.4926364            -6537.02918045            0                         0.452484242228            -3.01885540659            0                         999.952905199             
9260000                   43061.218053              116.678303575             -43061.0599775            0                         3.04245652305             -0.00590739590162         0                         999.952803262             
9280000                   43343.9994899             42776.9932659             -6987.92808375            0                         0.502878703956            2.99059530335             0                         999.952701325             
9300000                   43629.0804192             14560.2694855             41127.7912212             0                         -2.84460462884            1.02232498814             0                         999.952599388             
9320000                   43920.0663754             -37843.655309             22289.6833373             0                         -1.54159486198            -2.5883791276             0                         999.952497452             
9340000                   44215.5703324             -29752.0613189            -32708.278877             0                         2.21109784013             -2.03128365585            0                         999.952395515             
9360000                   44511.6925269             25616.3546308             -36401.8288969            0                         2.45576468364             1.71005624885             0                         999.952293578             
9380000                   44808.2622077             41606.2996048             16634.1875444             0                         -1.0934077215             2.77502202857             0                         999.952191641             
9400000                   45108.988103              -6035.15410592            44703.4419547             0                         -2.9480169428             -0.382664597852           0                         999.952089704             
9420000                   45415.7631541             -45059.9064089            5674.18516539             0                         -0.385481049545           -2.9374514666             0                         999.951987768             
9440000                   45726.0119012             -17725.0088738            -42150.8270952            0                         2.71559514727             -1.15879889994            0                         999.951885831             
9460000                   46036.7032449             35679.8492337             -29091.6896093            0                         1.87148376699             2.27070765254             0                         999.951783894             
9480000                   46348.7575121             38568.1324099             25704.2114317             0                         -1.61333958507            2.44905429349             0                         999.951681957             
9500000                   46665.6258765             -12722.0809478            44897.9876476             0                         -2.81636487098            -0.781400415854           0                         999.95158002              
9520000                   46988.473407              -46933.1841236            2278.78501501             0                         -0.157490596636           -2.90838031921            0                         999.951478084             
9540000                   47314.7747892             -17814.8267455            -43832.8628016            0                         2.6827264272              -1.10797524971            0                         999.951376147             
9560000                   47641.9143407             35301.4904233             -31993.0738746            0                         1.95454769201             2.13228324052             0                         999.95127421              
9580000                   47970.6637458             42730.5348619             21801.0543467             0                         -1.29534593345            2.57527630451             0                         999.951172273             
9600000                   48304.0819998             -4659.72243704            48078.8032781             0                         -2.86094802125            -0.260373464727           0                         999.951070336             
9620000                   48643.6096752             -46598.9245698            13954.9629583             0                         -0.837627784676           -2.73740028564            0                         999.9509684               
9640000                   48987.4320197             -31219.7550143            -37750.4356629            0                         2.18719393755             -1.8312000885             0                         999.950866463             
9660000                   49332.9088377             22230.9579713             -44039.9863995            0                         2.54532267312             1.26547773439             0                         999.950764526             
9680000                   49679.8192274             49633.8423724             2136.85044393             0                         -0.104437602097           2.83074331581             0                         999.950662589             
9700000                   50030.551261              19178.1392987             46208.8198564             0                         -2.60032485793            1.09835757881             0                         999.950560652             
9720000                   50387.2861046             -33565.0029572            37580.1700032             0                         -2.10977374738            -1.86023639714            0                         999.950458716             
9740000                   50749.61534               -48928.8881038            -13471.7246885            0                         0.726394683224            -2.70687537521            0                         999.950356779             
9760000                   51115.1912169             -10334.3088994            -50059.6127903            0                         2.73113430731             -0.582525879531           0                         999.950254842             
9780000                   51482.432605              39784.5003955             -32674.6751355            0                         1.78024503981             2.13861177755             0                         999.950152905             
9800000                   51852.2196531             48005.4841073             19599.1371895             0                         -1.0308036928             2.57400489326             0                         999.950050968             
9820000                   52226.9005784             6224.59405178             51854.6388756             0                         -2.740801728              0.348028298368            0                         999.949949032             
9840000                   52607.8719387             -42258.4908592            31333.8178367             0                         -1.65496226789            -2.19973579247            0                         999.949847095             
9860000                   52994.29295               -48754.1817686            -20770.769012             0                         1.05707335492             -2.53076947907            0                         999.949745158             
9880000                   53384.09637               -7379.45387085            -52871.5935622            0                         2.70359636285             -0.397085862533           0                         999.949643221             
9900000                   53776.1055226             41428.5466348             -34286.2224356            0                         1.75098962802             2.08490821685             0                         999.949541285             
9920000                   54171.1503783             51494.1481055             16818.6278928             0                         -0.823333106818           2.58479759087             0                         999.949439348             
9940000                   54571.2431532             13980.4006762             52750.0613859             0                         -2.60739772049            0.711897547205            0                         999.949337411             
9960000                   54977.746069              -36498.1556185            41114.9267211             0                         -2.02735661149            -1.77231245992            0                         999.949235474             
9980000                   55390.2590481             -54927.9725064            -7141.33277122            0                         0.325290665968            -2.66293450006            0                         999.949133537             
10000000                  55807.129989              -25686.7265573            -49544.200835             0                         2.36301310109             -1.24869946682            0                         999.949031601             
10020000                  56226.9940135             25670.5592845             -50024.966185             0                         2.37850316538             1.19686666083             0                         999.948929664             
10040000                  56649.9517452             55971.7323248             -8739.6918303             0                         0.430232331481            2.61762617626             0                         999.948827727             
10060000                  57077.4562172             40722.6449739             39993.7769478             0                         -1.83640820343            1.90058658325             0                         999.94872579              
10080000                  57511.1264892             -7248.39139329            57052.523978              0                         -2.61455070824            -0.3101437292             0                         999.948623853             
10100000                  57951.5270273             -49881.4955722            29499.4217616             0                         -1.35416283278            -2.24622488804            0                         999.948521917             
10120000                  58397.8571625             -54532.1571552            -20893.8641035            0                         0.913815301115            -2.44774281809            0                         999.94841998              
10140000                  58848.694095              -18247.2713993            -55948.2428961            0                         2.46731566796             -0.828512385457           0                         999.948318043             
10160000                  59303.1338623             31709.6296308             -50113.4819641            0                         2.20306829281             1.36701084711             0                         999.948216106             
10180000                  59761.4650937             59199.0862373             -8179.29696335            0                         0.376299619815            2.55524706429             0                         999.948114169             
10200000                  60224.947253              45195.4181978             39804.7540571             0                         -1.68293943529            1.94615084677             0                         999.948012233             
10220000                  60694.9387017             -42.9934951666            60694.9234744             0                         -2.5628441794             0.0218613269129           0                         999.947910296             
10240000                  61172.0319368             -45562.2614252            40817.861594              0                         -1.72128770505            -1.88534852543            0                         999.947808359             
10260000                  61655.7688062             -61352.7189691            -6105.54683716            0                         0.227581735377            -2.53264493668            0                         999.947706422             
10280000                  62145.0602141             -37691.6841813            -49409.9732098            0                         1.9987539698              -1.5556425454             0                         999.947604485             
10300000                  62638.9697466             9892.82512078             -61852.8297012            0                         2.49492136498             0.373921577445            0                         999.947502549             
10320000                  63137.3363303             51696.0550039             -36246.9465738            0                         1.46304171226             2.04300254966             0                         999.947400612             
10340000                  63640.8755693             62615.6780249             11377.0782147             0                         -0.422506508453           2.46700139567             0                         999.947298675             
10360000                  64150.7555023             36707.9534873             52610.3182112             0                         -2.0297156064             1.44750165856             0                         999.947196738             
10380000                  64667.9490532             -10515.3711761            63807.2927162             0                         -2.45407380871            -0.378026414              0                         999.947094801             
10400000                  65192.7545102             -52126.3849522            39152.7167951             0                         -1.50624782498            -1.96135785619            0                         999.946992865             
10420000                  65724.7320462             -65328.8623583            -7202.78734325            0                         0.243295215537            -2.45089778344            0                         999.946890928             
10440000                  66263.0454351             -43499.4869558            -49985.8562486            0                         1.83247995824             -1.63056215863            0                         999.946788991             
10460000                  66806.9832288             1313.40861494             -66794.0713383            0                         2.4428044292              0.0206971471341           0                         999.946687054             
10480000                  67356.3696568             45738.6348129             -49445.5035245            0                         1.80461975156             1.63171704776             0                         999.946585117             
10500000                  67911.6698314             67527.7167609             -7211.2667642             0                         0.285040660984            2.40617738717             0                         999.946483181             
10520000                  68473.7715063             56407.0629083             38818.8180959             0                         -1.34460983649            2.00373695126             0                         999.946381244             
10540000                  69043.5848942             18258.0190544             66585.7443846             0                         -2.3098258424             0.663115564995            0                         999.946279307             
10560000                  69621.6696869             -28650.2853196            63453.4320671             0                         -2.19293390916            -0.958202433137           0                         999.94617737              
10580000                  70208.0581761             -62798.5223173            31392.9455074             0                         -1.09191420472            -2.1182453776             0                         999.946075433             
10600000                  70802.3319422             -69232.3724577            -14827.2995627            0                         0.467688629901            -2.32653520675            0                         999.945973497             
10620000                  71403.889387              -45658.3158187            -54898.3935666            0                         1.79732223698             -1.53415676779            0                         999.94587156              
10640000                  72012.2672456             -2601.25992513            -71965.2699616            0                         2.35021113443             -0.115556840847           0                         999.945769623             
10660000                  72627.375144              41795.0038326             -59396.239569             0                         1.93385733979             1.32296884684             0                         999.945667686             
10680000                  73249.5575318             69610.3598797             -22801.2165468            0                         0.75594139748             2.20729087248             0                         999.945565749             
10700000                  73879.4785268             70212.7654859             22985.7545061             0                         -0.692615640235           2.21757414781             0                         999.945463813             
10720000                  74517.8952799             43877.1382729             60230.502687              0                         -1.85064634491            1.38794139864             0                         999.945361876             
10740000                  75165.4191108             961.24346272              75159.2724893             0                         -2.30248339857            0.0620605133052           0                         999.945259939             
10760000                  75822.3545253             -42564.2962869            62747.9890303             0                         -1.91625500871            -1.25989113122            0                         999.945158002             
10780000                  76488.6652307             -71205.5006399            27933.717751              0                         -0.86500789703            -2.11312536707            0                         999.945056065             
10800000                  77164.064023              -75317.603077             -16779.4947265            0                         0.461100742721            -2.22604286206            0                         999.944954129             
10820000                  77848.1806481             -53987.356901             -56086.5806148            0                         1.60655119589             -1.59419354163            0                         999.944852192             
10840000                  78540.7417545             -14738.9032977            -77145.4006725            0                         2.20645927484             -0.45701927463            0                         999.944750255             
10860000                  79241.7025047             29476.1980088             -73555.4292135            0                         2.09520694986             0.801635073476            0                         999.944648318             
10880000                  79951.2937589             64730.1592518             -46927.7727679            0                         1.33963100692             1.78700321786             0                         999.944546381             
10900000                  80669.9805533             80458.6210898             -5835.75657455            0                         0.196902212903            2.21471441172             0                         999.944444445             
10920000                  81398.3554408             72384.1248794             37232.1196537             0                         -0.9797292458             1.98489398049             0                         999.944342508             
10940000                  82137.0063465             43322.2012314             69783.0544762             0                         -1.85226192611            1.19369083586             0                         999.944240571             
10960000                  82886.4002806             1883.7540423              82864.9915355             0                         -2.19187692129            0.0875810200999           0                         999.944138634             
10980000                  83646.8137108             -40314.961814             73290.4720813             0                         -1.93145726075            -1.01872865697            0                         999.944036697             
11000000                  84418.3229015             -71993.3166481            44084.1876359             0                         -1.16806318013            -1.83314983759            0                         999.943934761             
11020000                  85200.8492746             -85139.0363964            3244.87266503             0                         -0.121760233704           -2.16023766221            0                         999.943832824             
11040000                  85994.2409998             -76816.8830651            -38654.5723208            0                         0.932236582447            -1.94145228335            0                         999.943730887             
11060000                  86798.3654815             -49529.1772687            -71279.8488308            0                         1.73701245408             -1.2562572045             0                         999.94362895              
11080000                  87613.1884819             -10214.1543877            -87015.7563095            0                         2.1139958143              -0.289438162986           0                         999.943527014             
11100000                  88438.8225754             31711.3008221             -82557.9719875            0                         1.99706496574             0.722575604478            0                         999.943425077             
11120000                  89275.5375732             66689.5285763             -59351.7344925            0                         1.43649087612             1.55073311315             0                         999.94332314              
11140000                  90123.7355156             87160.9322989             -22918.5423634            0                         0.576215609758            2.0234606824              0                         999.943221203             
11160000                  90983.9004429             89053.3677974             18643.170968              0                         -0.386581963783           2.05799086119             0                         999.943119266             
11180000                  91856.5371559             72380.0167597             56557.5511504             0                         -1.24827287043            1.66887110017             0                         999.94301733              
11200000                  92742.1133615             40929.9645411             83221.6173445             0                         -1.84109390703            0.955197208209            0                         999.942915393             
11220000                  93641.0166799             1227.47359086             93632.9712945             0                         -2.0629266692             0.0723312046322           0                         999.942813456             
11240000                  94553.533181              -38941.0251746            86162.4465492             0                         -1.89040627267            -0.803920616395           0                         999.942711519             
11260000                  95479.8487981             -72091.5724635            62603.5678395             0                         -1.37526815339            -1.51253180675            0                         999.942609582             
11280000                  96420.0703138             -92391.2093172            27580.6889003             0                         -0.62713667872            -1.93524813949            0                         999.942507646             
11300000                  97374.2594286             -96569.4188308            -12493.7482746            0                         0.212003719006            -2.01323365848            0                         999.942405709             
11320000                  98342.47204               -84284.9776032            -50668.3763048            0                         0.995774868205            -1.75107808071            0                         999.942303772             
11340000                  99324.7951765             -57954.2395824            -80664.2489041            0                         1.598512949               -1.20938714654            0                         999.942201835             
11360000                  100321.375648             -22139.5012008            -97847.9478504            0                         1.93365593237             -0.488974908848           0                         999.942099898             
11380000                  101332.43684              17344.6920102             -99836.9892128            0                         1.96338137164             0.289415939226            0                         999.941997962             
11400000                  102358.282608             54427.3628269             -86688.4086499            0                         1.69928373067             1.00588873225             0                         999.941896025             
11420000                  103399.289481             83710.5406291             -60695.6213645            0                         1.19537163682             1.55931049773             0                         999.941794088             
11440000                  104455.890013             101200.201488             -25875.7063147            0                         0.535651016176            1.88006687142             0                         999.941692151             
11460000                  105528.551015             104757.119603             12736.5996925             0                         -0.181009730861           1.93655208821             0                         999.941590214             
11480000                  106617.750541             94239.9954845             49861.4879583             0                         -0.856108183958           1.7354266618              0                         999.941488278             
11500000                  107723.957077             71361.6945137             80696.7129713             0                         -1.40465884612            1.31658019559             0                         999.941386341             
11520000                  108847.613471             39316.2750925             101498.93335              0                         -1.76477844596            0.744324291765            0                         999.941284404             
11540000                  109989.127111             2256.6460931              109965.974879             0                         -1.90297916095            0.0965921585481           0                         999.941182467             
11560000                  111148.866746             -35290.0734632            105397.729074             0                         -1.8151558511             -0.546126751038           0                         999.94108053              
11580000                  112327.16544              -68988.1523977            88645.5127149             0                         -1.52382573461            -1.11066508242            0                         999.940978594             
11600000                  113524.32843              -95173.793381             61884.7493238             0                         -1.07256148958            -1.53883309177            0                         999.940876657             
