Probe.ElapsedSecs         Probe.Earth.RMAG          Probe.X                   Probe.Y                   Probe.Z                   Probe.VX                  Probe.VY                  Probe.VZ                  Probe.TotalMass           
0                         6771                      6771                      0                         0                         0                         7.672599                  0                         1000                      
Probe.ElapsedSecs         Probe.Earth.RMAG          Probe.X                   Probe.Y                   Probe.Z                   Probe.VX                  Probe.VY                  Probe.VZ                  Probe.TotalMass           
3840000                   12044.1235764             1073.95354759             11996.1467356             0                         -5.72997405938            0.515033756221            0                         999.980428135             
3860000                   12088.1864011             154.214976421             -12087.2026626            0                         5.74164461662             0.071156894201            0                         999.980326198             
3880000                   12128.313536              -789.761126768            12102.5727261             0                         -5.72104299444            -0.371177108818           0                         999.980224261             
3900000                   12172.8242817             827.887737453             -12144.6388537            0                         5.70898255073             0.387077732938            0                         999.980122324             
3920000                   12213.3890104             -265.108025564            12210.5114084             0                         -5.71176855798            -0.12186084559            0                         999.980020387             
3940000                   12258.3565061             -903.579777991            -12225.0091131            0                         5.68641957036             -0.42248764171            0                         999.979918451             
3960000                   12299.3891331             2663.36224179             12007.5590616             0                         -5.55752746905            1.23480546981             0                         999.979816514             
3980000                   12344.7092744             -4936.50027921            -11314.7166143            0                         5.20709414395             -2.2743848311             0                         999.979714577             
4000000                   12386.4674215             7529.60559181             9835.12149471             0                         -4.50330400132            3.45003631251             0                         999.97961264              
4020000                   12431.7164871             -10064.4356682            -7297.58244202            0                         3.32175027248             -4.58558258517            0                         999.979510703             
4040000                   12474.8169752             11959.1627227             3549.57540223             0                         -1.60674362306            5.4195537547              0                         999.979408767             
4060000                   12519.2754088             -12459.4760654            1222.17549416             0                         -0.553533624681           -5.61540789126            0                         999.97930683              
4080000                   12564.4083383             10823.753655              -6380.49478539            0                         2.86179807057             4.85111637639             0                         999.979204893             
4100000                   12607.7007137             -6654.85421632            10708.2693581             0                         -4.77715721101            -2.96591819821            0                         999.979102956             
4120000                   12654.6374968             329.680812836             -12650.342317             0                         5.61025848618             0.143966674559            0                         999.979001019             
4140000                   12697.8756719             6651.66270914             10816.2576607             0                         -4.77164956771            2.93678857399             0                         999.978899083             
4160000                   12744.6522693             -11762.7290645            -4905.54445695            0                         2.15006661794             -5.16256783328            0                         999.978797146             
4180000                   12790.2295137             12303.1526903             -3496.05561898            0                         1.52766690419             5.36935556037             0                         999.978695209             
4200000                   12834.9852679             -6986.76828833            10766.704032              0                         -4.67630812105            -3.03151803153            0                         999.978593272             
4220000                   12883.1324192             -2430.00246177            -12651.884799             0                         5.46182901801             -1.05148074995            0                         999.978491335             
4240000                   12927.939052              10891.1673496             6965.20508634             0                         -2.9900702467             4.67903348172             0                         999.978389399             
4260000                   12974.9092653             -12436.7442901            3698.0619121              0                         -1.58242935264            -5.31201614444            0                         999.978287462             
4280000                   13023.1667552             4794.35163812             -12108.5533695            0                         5.14443186387             2.03457574766             0                         999.978185525             
4300000                   13068.4569176             7092.16899041             10976.5980713             0                         -4.63775334648            2.99905507575             0                         999.978083588             
4320000                   13116.8297415             -13116.8246613            -11.5443872982            0                         0.00201669316053          -5.51257412286            0                         999.977981651             
4340000                   13165.483316              6645.97414835             -11364.9011683            0                         4.75076702794             2.77565106554             0                         999.977879715             
4360000                   13211.6038494             7003.28619176             11202.698728              0                         -4.65657219324            2.91357730137             0                         999.977777778             
4380000                   13260.6405968             -13163.8127945            1599.56923795             0                         -0.664189059441           -5.44224861021            0                         999.977675841             
4400000                   13310.3299708             3565.1295273              -12823.9906185            0                         5.27281705265             1.46346898969             0                         999.977573904             
4420000                   13357.417602              10884.7194326             7742.31799053             0                         -3.16470924154            4.45277143586             0                         999.977471967             
4440000                   13406.4344036             -10672.8287664            8113.15040788             0                         -3.30212841568            -4.33929148045            0                         999.977370031             
4460000                   13457.4251599             -5147.63507886            -12433.9915163            0                         5.02727734675             -2.08413694695            0                         999.977268094             
4480000                   13506.1914747             13288.4770133             -2415.28193374            0                         0.973498606928            5.34455855201             0                         999.977166157             
4500000                   13554.7556496             150.72592492              13553.917604              0                         -5.42265082929            0.0627982025383           0                         999.97706422              
4520000                   13606.1215863             -13518.8900144            -1538.2319073             0                         0.608978269273            -5.37815521238            0                         999.976962283             
4540000                   13657.4965787             2623.0311243              -13403.2429105            0                         5.30204409185             1.03512698461             0                         999.976860347             
4560000                   13706.8548702             13347.9293695             3116.19190329             0                         -1.22393776379            5.25194207402             0                         999.97675841              
4580000                   13757.0059144             -3028.87611006            13419.4307345             0                         -5.25148947184            -1.18258545483            0                         999.976656473             
4600000                   13809.5440706             -13608.264553             -2349.1792806             0                         0.910977235337            -5.2947011731             0                         999.976554536             
4620000                   13862.016077              1054.65263044             -13821.8377052            0                         5.34679423901             0.405419490519            0                         999.976452599             
4640000                   13912.8135331             13886.1701614             -860.615277449            0                         0.333262881047            5.34216127051             0                         999.976350663             
4660000                   13963.7927461             3357.29808901             13554.1896622             0                         -5.18565598932            1.28704592548             0                         999.976248726             
4680000                   14016.8022606             -12518.2924585            6305.7988817              0                         -2.40176048463            -4.76129276969            0                         999.976146789             
4700000                   14070.8618381             -9419.69663324            -10452.6775615            0                         3.95172947462             -3.56514241646            0                         999.976044852             
4720000                   14124.0174747             7112.07667436             -12202.7142473            0                         4.59081245237             2.67282154114             0                         999.975942915             
4740000                   14176.1679862             13957.9476833             2477.78837735             0                         -0.924601491272           5.22141363602             0                         999.975840979             
4760000                   14228.8868643             3083.60512973             13890.7379502             0                         -5.16662983497            1.14960175274             0                         999.975739042             
4780000                   14283.2294674             -11329.7990736            8697.4879689              0                         -3.2192789029             -4.18861361388            0                         999.975637105             
4800000                   14338.6333995             -12987.0792316            -6077.18526941            0                         2.23180887798             -4.77673127317            0                         999.975535168             
4820000                   14393.8273689             -1189.50462169            -14344.5928865            0                         5.2439276504              -0.437623375744           0                         999.975433231             
4840000                   14448.2339207             11546.9799338             -8684.39507599            0                         3.15894491998             4.19618313642             0                         999.975331295             
4860000                   14502.3588436             13754.9889319             4595.50775315             0                         -1.65905366296            4.97327402114             0                         999.975229358             
4880000                   14557.1248521             4611.38402424             13807.4263113             0                         -4.96261840723            1.66020484473             0                         999.975127421             
4900000                   14613.0474822             -7793.3591734             12361.4202061             0                         -4.41975900729            -2.78290713821            0                         999.975025484             
4920000                   14669.9556321             -14471.7821792            2403.14768717             0                         -0.857076669772           -5.14169117907            0                         999.974923547             
4940000                   14727.278652              -11828.7640247            -8773.43023805            0                         3.09662836476             -4.18032272191            0                         999.974821611             
4960000                   14784.5051684             -2511.68294083            -14569.5930581            0                         5.11619936324             -0.884950671599           0                         999.974719674             
4980000                   14841.459232              7765.05949651             -12648.0339639            0                         4.41772971881             2.70908246788             0                         999.974617737             
5000000                   14898.2986131             14049.0846017             -4958.07658466            0                         1.72371874602             4.87676959838             0                         999.9745158               
5020000                   14955.3429281             14280.9574453             4440.33067948             0                         -1.53043031515            4.93063111298             0                         999.974413863             
5040000                   15012.8864509             9307.42433661             11779.5845345             0                         -4.04145836871            3.19668456298             0                         999.974311927             
5060000                   15071.0906436             1624.23288232             14983.3120748             0                         -5.11269563689            0.557136141493            0                         999.97420999              
5080000                   15129.9708315             -6071.47203374            13858.3276302             0                         -4.70276276803            -2.05693528173            0                         999.974108053             
5100000                   15189.442522              -11842.8684455            9511.34223489             0                         -3.21035974956            -3.9920928944             0                         999.974006116             
5120000                   15249.3836575             -14830.4363715            3549.90971251             0                         -1.19344888172            -4.97141325133            0                         999.973904179             
5140000                   15309.6833922             -15095.7250251            -2550.58650811            0                         0.846736408483            -5.03175491305            0                         999.973802243             
5160000                   15370.2671241             -13257.7453653            -7776.7151997             0                         2.57363403369             -4.3941592036             0                         999.973700306             
5180000                   15431.1008568             -10131.3666894            -11639.3420199            0                         3.83128738777             -3.33927326814            0                         999.973598369             
5200000                   15492.1832701             -6473.32594497            -14074.9349442            0                         4.6068574333              -2.12231834042            0                         999.973496432             
5220000                   15553.5335192             -2855.40675277            -15289.181051             0                         4.9755719326              -0.932434082217           0                         999.973394495             
5240000                   15615.1799695             362.704616127             -15610.9670053            0                         5.0508907181              0.11427035695             0                         999.973292559             
5260000                   15677.1521483             3001.87057855             -15387.0683533            0                         4.94947309608             0.962502517009            0                         999.973190622             
5280000                   15739.4761504             5008.46869091             -14921.3387758            0                         4.77158739419             1.59845117092             0                         999.973088685             
5300000                   15802.1727219             6398.65546655             -14448.7325033            0                         4.59328237647             2.03087314347             0                         999.972986748             
5320000                   15865.2569717             7213.14065108             -14130.7105528            0                         4.46560331253             2.27614423463             0                         999.972884811             
5340000                   15928.7387947             7485.90261345             -14060.0846957            0                         4.41681729467             2.34820507714             0                         999.972782875             
5360000                   15992.6233605             7226.43792977             -14266.8355565            0                         4.45488225045             2.25308618466             0                         999.972680938             
5380000                   16056.9113122             6414.22438799             -14720.1265752            0                         4.56866542108             1.98742150074             0                         999.972579001             
5400000                   16121.5985707             5004.82208142             -15325.0675825            0                         4.72751588634             1.54061131417             0                         999.972477064             
5420000                   16186.6758737             2948.27395684             -15915.9089127            0                         4.87977500373             0.900684650041            0                         999.972375127             
5440000                   16252.1284243             221.113998096             -16250.6242009            0                         4.95178099034             0.0641001298647           0                         999.972273191             
5460000                   16317.9362729             -3127.76050747            -16015.3725656            0                         4.84991919685             -0.950611365593           0                         999.972171254             
5480000                   16384.07629               -6920.97539494            -14850.5237436            0                         4.46910535371             -2.08662708635            0                         999.972069317             
5500000                   16450.5266521             -10797.4598852            -12411.0711527            0                         3.7112613207              -3.23349089659            0                         999.97196738              
5520000                   16517.2744659             -14180.0403511            -8470.34895528            0                         2.51599961058             -4.21914575185            0                         999.971865443             
5540000                   16584.3262089             -16298.9674988            -3063.25550282            0                         0.901856645544            -4.81882929743            0                         999.971763507             
5560000                   16651.7188986             -16309.4145463            3358.97892743             0                         -0.990618130557           -4.7912988172             0                         999.97166157              
5580000                   16719.5274806             -13528.9372015            9823.97360407             0                         -2.8719981316             -3.94880803623            0                         999.971559633             
5600000                   16787.8617072             -7780.28985651            14876.1349298             0                         -4.31964775171            -2.25512138451            0                         999.971457696             
5620000                   16856.845526              248.334624951             16855.016197              0                         -4.86233593246            0.0751021812763           0                         999.971355759             
5640000                   16926.5760683             8803.1437679              14457.3039394             0                         -4.14320071742            2.5266909129              0                         999.971253823             
5660000                   16997.0693527             15258.706325              7488.1404812              0                         -2.13061344202            4.34883749421             0                         999.971151886             
5680000                   17068.2143516             16884.9343602             -2494.5806869             0                         0.70943988626             4.78015153443             0                         999.971049949             
5700000                   17139.7691451             12128.409716              -12110.8779248            0                         3.40976339734             3.41001922284             0                         999.970948012             
5720000                   17211.4301426             1943.51842034             -17101.3468389            0                         4.78183483535             0.539882313291            0                         999.970846075             
5740000                   17282.975887              -9682.26690902            -14316.248217             0                         3.97580855411             -2.69346932921            0                         999.970744139             
5760000                   17354.4316938             -16883.1736891            -4016.8078864             0                         1.10540490024             -4.66325452441            0                         999.970642202             
5780000                   17426.1470891             -14913.796774             9013.83759307             0                         -2.47728435292            -4.0911651743             0                         999.970540265             
5800000                   17498.6766734             -3740.55025776            17094.2086418             0                         -4.66336938573            -1.0166084993             0                         999.970438328             
5820000                   17572.4534115             10361.4055285             14192.6880603             0                         -3.84472441292            2.81117108445             0                         999.970336391             
5840000                   17647.4239321             17615.6029231             1059.29462184             0                         -0.281906363881           4.74421153586             0                         999.970234455             
5860000                   17722.9523462             11644.1044879             -13361.0579873            0                         3.57745828918             3.1130768757              0                         999.970132518             
5880000                   17798.2085524             -4074.12515661            -17325.6379935            0                         4.60570354937             -1.08697332168            0                         999.970030581             
5900000                   17872.876506              -16737.8097811            -6267.80969147            0                         1.65226703365             -4.42396428471            0                         999.969928644             
5920000                   17947.5909968             -14212.2494421            10960.2914371             0                         -2.881227726              -3.72942945296            0                         999.969826707             
5940000                   18023.5221151             2423.935815               17859.784002              0                         -4.65965109951            0.63623302199             0                         999.969724771             
5960000                   18101.2450861             16979.7303785             6272.46601737             0                         -1.62278194354            4.40315265599             0                         999.969622834             
5980000                   18179.9671161             13162.6577651             -12540.1612789            0                         3.23241150944             3.38758608493             0                         999.969520897             
6000000                   18258.1930267             -6059.93448078            -17223.2054708            0                         4.40606192372             -1.5545169619             0                         999.96941896              
6020000                   18335.4534899             -18311.0253412            -946.1530709              0                         0.23634571002             -4.65654572828            0                         999.969317023             
6040000                   18413.1130785             -7317.14233015            16896.8092065             0                         -4.27131847349            -1.84523508991            0                         999.969215087             
6060000                   18492.8438759             13742.6924293             12374.3153108             0                         -3.10388546638            3.45271437799             0                         999.96911315              
6080000                   18574.3050308             15877.0203627             -9639.7630561             0                         2.4073263566              3.95775368106             0                         999.969011213             
6100000                   18655.3283728             -5257.80197243            -17899.0724652            0                         4.43370592831             -1.30668837518            0                         999.968909276             
6120000                   18734.9883823             -18703.5032885            1085.704574               0                         -0.271674428379           -4.60456643215            0                         999.968807339             
6140000                   18815.2780125             -2578.94940855            18637.6958511             0                         -4.5599919881             -0.626807003676           0                         999.968705403             
6160000                   18898.2111083             18048.2031138             5603.99388427             0                         -1.35824219593            4.38720962852             0                         999.968603466             
6180000                   18982.3546076             7966.66562032             -17229.6844238            0                         4.16086284537             1.91948316649             0                         999.968501529             
6200000                   19064.9537565             -16414.2737932            -9697.63257616            0                         2.3219843603              -3.93893225085            0                         999.968399592             
6220000                   19146.8718132             -10850.1518503            15775.8329433             0                         -3.76195035577            -2.58204964303            0                         999.968297655             
6240000                   19231.3786341             15427.3774441             11482.2449619             0                         -2.71505901061            3.65457243303             0                         999.968195719             
6260000                   19317.9840962             11632.4817987             -15423.030725             0                         3.62892005457             2.73194031799             0                         999.968093782             
6280000                   19403.0375837             -15772.7711938            -11300.3343465            0                         2.63597164059             -3.68701400734            0                         999.967991845             
6300000                   19487.0536149             -10450.1292781            16448.1019166             0                         -3.81988988586            -2.42162646747            0                         999.967889908             
6320000                   19574.0262326             17367.6850909             9028.06831707             0                         -2.07776681496            4.00590812819             0                         999.967787971             
6340000                   19662.927204              6970.28304271             -18386.0235106            0                         4.2114014905              1.59202009676             0                         999.967686035             
6360000                   19749.6028529             -19295.1180556            -4212.50899918            0                         0.95364507935             -4.39010405158            0                         999.967584098             
6380000                   19836.2022637             -730.595870617            19822.7432491             0                         -4.47997368731            -0.160675831135           0                         999.967482161             
6400000                   19926.5696849             19634.1592196             -3401.1720253             0                         0.767488719543            4.40615885094             0                         999.967380224             
6420000                   20016.9802731             -7973.06416344            -18360.5486601            0                         4.09118324398             -1.78161476522            0                         999.967278287             
6440000                   20104.9215941             -15658.9882976            12609.6771489             0                         -2.79642492146            -3.46509581337            0                         999.967176351             
6460000                   20195.6253496             16730.8862265             11311.0887777             0                         -2.48469613062            3.68293780042             0                         999.967074414             
6480000                   20288.9133516             5346.82331102             -19571.7011389            0                         4.27677104592             1.16371367506             0                         999.966972477             
6500000                   20379.3459965             -20295.7760104            1843.69720454             0                         -0.404985719436           -4.4039963116             0                         999.96687054              
6520000                   20470.7402214             9410.66331829             18179.401011              0                         -3.91680110393            2.03262648591             0                         999.966768603             
6540000                   20566.1090867             12882.2966314             -16031.5712414            0                         3.434484484               2.75404856115             0                         999.966666667             
6560000                   20659.1124036             -20106.8318406            -4744.91713711            0                         1.00399932979             -4.27620226896            0                         999.96656473              
6580000                   20751.8616532             4989.80230921             20143.0294392             0                         -4.25311967566            1.05838437566             0                         999.966462793             
6600000                   20849.1477843             15308.6504143             -14153.8752934            0                         2.97160943763             3.20734146361             0                         999.966360856             
6620000                   20944.309514              -20053.5978751            -6042.95567451            0                         1.25382172835             -4.17840387115            0                         999.966258919             
6640000                   21038.9386282             5575.86613173             20286.6127158             0                         -4.19590910686            1.15820004116             0                         999.966156983             
6660000                   21138.3192229             13830.532706              -15985.7719437            0                         3.28693706532             2.83759284205             0                         999.966055046             
6680000                   21235.1040321             -21137.748771             -2031.06379699            0                         0.409232719833            -4.31315237718            0                         999.965953109             
6700000                   21332.158965              11155.891595              18182.6040168             0                         -3.68205023521            2.26473166605             0                         999.965851172             
6720000                   21433.6945749             7278.1499127              -20160.1536943            0                         4.05771418912             1.45971921945             0                         999.965749235             
6740000                   21531.6560929             -20185.9464512            7492.64839508             0                         -1.5021819895             -4.03189915258            0                         999.965647299             
6760000                   21631.9289384             19134.8268138             10089.5367784             0                         -1.99794245863            3.79938346422             0                         999.965545362             
6780000                   21735.0723882             -5844.66733013            -20934.4986928            0                         4.12316631606             -1.15648547835            0                         999.965443425             
6800000                   21834.3693078             -10722.2442476            19020.3354693             0                         -3.72467957656            -2.09367458034            0                         999.965341488             
6820000                   21938.5742034             20961.3530048             -6474.7755397             0                         1.26265904004             4.07115858403             0                         999.965239551             
6840000                   22042.0532308             -20022.9380471            -9215.96780549            0                         1.77304536276             -3.86516679962            0                         999.965137615             
6860000                   22144.2182138             9354.0503143              20071.5754991             0                         -3.84351876841            1.79684663054             0                         999.965035678             
6880000                   22251.6369084             5296.11178397             -21612.1851064            0                         4.11189598003             1.00228228489             0                         999.964933741             
6900000                   22354.892984              -17369.6658782            14072.5245642             0                         -2.66249551552            -3.27756770906            0                         999.964831804             
6920000                   22462.1305582             22423.6458527             -1314.31194311            0                         0.251543062523            4.20501585917             0                         999.964729867             
6940000                   22569.8076807             -19386.4463901            -11556.8990265            0                         2.14704037206             -3.61254548723            0                         999.964627931             
6960000                   22675.5963744             10149.8542688             20277.15782               0                         -3.74693380294            1.88146761117             0                         999.964525994             
6980000                   22786.8644296             1793.5501699              -22716.1697546            0                         4.16973455379             0.323776599056            0                         999.964424057             
7000000                   22893.6060879             -12839.194074             18954.479556              0                         -3.45794446739            -2.33550295716            0                         999.96432212              
7020000                   23005.5968596             20349.2102109             -10731.5949729            0                         1.94636227628             3.67932969935             0                         999.964220183             
7040000                   23115.8375536             -23110.811004             482.037902453             0                         -0.0924176973446          -4.15152372203            0                         999.964118247             
7060000                   23227.0185287             21235.0967289             9410.90094763             0                         -1.67356698948            3.78955600268             0                         999.96401631              
7080000                   23341.2259778             -15756.0778138            -17220.8838934            0                         3.04487314605             -2.79376599402            0                         999.963914373             
7100000                   23452.1696577             8138.9075074              21994.6003883             0                         -3.86460425103            1.43603490937             0                         999.963812436             
7120000                   23569.1831558             159.346002499             -23568.6444982            0                         4.11223380576             0.0220735216244           0                         999.963710499             
7140000                   23681.3956557             -7952.76804935            22306.0973852             0                         -3.86647788802            -1.37229204818            0                         999.963608563             
7160000                   23799.8059101             14454.4920712             -18907.6286277            0                         3.25457920609             2.48093093209             0                         999.963506626             
7180000                   23914.5173099             -19284.1918937            14142.9869961             0                         -2.41937890445            -3.28861583989            0                         999.963404689             
7200000                   24033.5074662             22381.2362803             -8757.26804967            0                         1.48918954301             3.79041029444             0                         999.963302752             
7220000                   24151.2397016             -23922.774908             3314.09411852             0                         -0.563608418508           -4.02329458026            0                         999.963200816             
7240000                   24270.6717752             24207.2113244             1753.97500417             0                         -0.287138768143           4.04237870296             0                         999.963098879             
7260000                   24391.3892365             -23583.6153215            -6225.18732697            0                         1.0256611941              -3.91020306411            0                         999.962996942             
7280000                   24511.5288104             22393.6231933             9966.97972814             0                         -1.63441900838            3.68658382311             0                         999.962895005             
7300000                   24634.9478137             -20932.0866046            -12989.5498059            0                         2.11556460414             -3.42114435581            0                         999.962793068             
7320000                   24756.1809052             19446.2777967             15320.2732633             0                         -2.47854121273            3.15571780074             0                         999.962691132             
7340000                   24881.9945888             -18115.8856769            -17056.6216133            0                         2.738977483               -2.91839900565            0                         999.962589195             
7360000                   25004.6711381             17079.8612867             18262.3086479             0                         -2.91193626211            2.73174671687             0                         999.962487258             
7380000                   25132.6414841             -16421.6907475            -19025.7126269            0                         3.01046967643             -2.60697219883            0                         999.962385321             
7400000                   25257.0370046             16200.8350542             19376.5544356             0                         -3.0437896498             2.55301835913             0                         999.962283384             
7420000                   25386.9927764             -16434.6732692            -19349.4422856            0                         3.0157831914              -2.57009580305            0                         999.962181448             
7440000                   25513.3384376             17124.4287791             18912.5454982             0                         -2.92584302378            2.65771111325             0                         999.962079511             
7460000                   25645.1278682             -18229.9750248            -18037.2002809            0                         2.7680820003              -2.80714970134            0                         999.961977574             
7480000                   25773.6663946             19688.6215283             16632.5001649             0                         -2.53300775004            3.00831502659             0                         999.961875637             
7500000                   25907.1003145             -21383.4106588            -14626.2638874            0                         2.20884949542             -3.24134528774            0                         999.9617737               
7520000                   26038.1367685             23157.77606               11903.8638405             0                         -1.78300733171            3.48277395145             0                         999.961671764             
7540000                   26172.9518652             -24785.3127378            -8409.02383331            0                         1.24725472159             -3.6977881989             0                         999.961569827             
7560000                   26306.8672472             25987.4194107             4087.21136373             0                         -0.598321714457           3.8463219217              0                         999.96146789              
7580000                   26442.7464679             -26424.2144185            989.814696193             0                         -0.152364684832           -3.87956220546            0                         999.961365953             
7600000                   26579.9318645             25726.9011072             -6679.77075536            0                         0.979621812453            3.74653277935             0                         999.961264016             
7620000                   26716.6262959             -23538.2368978            12638.4146309             0                         -1.83350819886            -3.39975226809            0                         999.96116208              
7640000                   26857.2992073             19571.6412464             -18391.9922693            0                         2.64309245652             2.8026755724              0                         999.961060143             
7660000                   26994.8702046             -13713.5554677            23252.1270812             0                         -3.31357429632            -1.94598045186            0                         999.960958206             
